,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
6108,6111,NCGC00015043-07,BTCSSZJGUNDROE-UHFFFAOYSA-N,NCGC00015043-07,6111,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC(=O)O
6109,6112,NCGC00160577-01,ZRJOUVOXPWNFOF-UHFFFAOYSA-N,NCGC00160577-01,6112,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCOCCCN
6110,6113,NCGC00015691-03,UFULAYFCSOUIOV-UHFFFAOYSA-N,NCGC00015691-03,6113,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCS
6111,6114,NCGC00018172-03,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NCGC00018172-03,6114,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
6112,6115,NCGC00016317-01,JIVPVXMEBJLZRO-UHFFFAOYSA-N,NCGC00016317-01,6115,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
6113,6116,NCGC00016979-01,HCRKCZRJWPKOAR-JTQLQIEISA-N,NCGC00016979-01,6116,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
6114,6117,NCGC00015630-02,AQCHWTWZEMGIFD-UHFFFAOYSA-N,NCGC00015630-02,6117,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
6115,6118,NCGC00093985-07,AQCHWTWZEMGIFD-UHFFFAOYSA-N,NCGC00093985-07,6118,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
6116,6119,NCGC00016561-01,FNQQBFNIYODEMB-UHFFFAOYSA-N,NCGC00016561-01,6119,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
6117,6120,NCGC00015242-04,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NCGC00015242-04,6120,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
6118,6121,NCGC00016398-01,LMJSLTNSBFUCMU-UHFFFAOYSA-N,NCGC00016398-01,6121,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
6119,6122,NCGC00160540-01,VXLCNTLWWUDBSO-UHFFFAOYSA-N,NCGC00160540-01,6122,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
6120,6123,NCGC00094855-01,VGLGVJVUHYTIIU-UHFFFAOYSA-N,NCGC00094855-01,6123,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
6121,6124,NCGC00016347-01,NDTSRXAMMQDVSW-UHFFFAOYSA-N,NCGC00016347-01,6124,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
6122,6125,NCGC00016534-01,BKYKPTRYDKTTJY-UHFFFAOYSA-N,NCGC00016534-01,6125,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O
6123,6126,NCGC00015288-06,BOCUKUHCLICSIY-UHFFFAOYSA-N,NCGC00015288-06,6126,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
6124,6127,NCGC00159319-02,UBQNRHZMVUUOMG-UHFFFAOYSA-N,NCGC00159319-02,6127,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)Cc1noc2ccccc12
6125,6128,NCGC00095181-01,KJADKKWYZYXHBB-XBWDGYHZSA-N,NCGC00095181-01,6128,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
6126,6129,NCGC00015196-04,YAORIDZYZDUZCM-UHFFFAOYSA-N,NCGC00015196-04,6129,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,c1ccc(C2CC2)c(OCC2=NCCN2)c1
6127,6130,NCGC00166400-01,VJWVWUHJLZEHOU-UHFFFAOYSA-N,NCGC00166400-01,6130,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,O.O.O=S(O)CO[Na]
6128,6131,NCGC00159490-02,SRRPEXWCHWWJOC-JEKSYDDFSA-N,NCGC00159490-02,6131,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.O.O
6129,6132,NCGC00021123-02,JHQKUXXJPHSPOL-UHFFFAOYSA-N,NCGC00021123-02,6132,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.O.O
6130,6133,NCGC00017141-01,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,NCGC00017141-01,6133,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
6131,6134,NCGC00166270-01,MPYXTIHPALVENR-UHFFFAOYSA-N,NCGC00166270-01,6134,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O.O.Oc1cc(O)cc(O)c1
6132,6135,NCGC00015209-05,PWOQRKCAHTVFLB-UHFFFAOYSA-N,NCGC00015209-05,6135,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O.O=P1(N(CCCl)CCCl)NCCCO1
6133,6136,NCGC00017025-01,QCWSXSAFDSGKAT-YOKSUNLASA-N,NCGC00017025-01,6136,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O.O
6134,6137,NCGC00159343-02,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,NCGC00159343-02,6137,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
6135,6138,NCGC00164561-01,ARAIBEBZBOPLMB-UFGQHTETSA-N,NCGC00164561-01,6138,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N
6136,6139,NCGC00095782-01,FMCGSUUBYTWNDP-ONGXEEELSA-N,NCGC00095782-01,6139,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H]([C@H](O)c1ccccc1)N(C)C
6137,6140,NCGC00159338-02,MBLBDJOUHNCFQT-DKXJUACHSA-N,NCGC00159338-02,6140,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO
6138,6141,NCGC00096080-01,DSLZVSRJTYRBFB-DUHBMQHGSA-N,NCGC00096080-01,6141,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O
6139,6142,NCGC00163597-02,ZZIKIHCNFWXKDY-GNTQXERDSA-N,NCGC00163597-02,6142,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O
6140,6143,NCGC00163597-03,ZZIKIHCNFWXKDY-GNTQXERDSA-N,NCGC00163597-03,6143,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O
6141,6144,NCGC00163481-02,FXUAIOOAOAVCGD-WCTZXXKLSA-N,NCGC00163481-02,6144,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O
6142,6145,NCGC00181038-01,QLAJPGCDKRPRKU-UYTYNIKBSA-N,NCGC00181038-01,6145,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CCOC[C@H]1O[C@@H](O)[C@H](OCCN(CC)CC)[C@@H](O)[C@@H]1O
6143,6146,NCGC00090767-02,HFHDHCJBZVLPGP-RWMJIURBSA-N,NCGC00090767-02,6146,training,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
6144,6147,NCGC00090771-01,WHGYBXFWUBPSRW-FOUAGVGXSA-N,NCGC00090771-01,6147,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
6145,6148,NCGC00181784-01,HIFJCPQKFCZDDL-SGSAMSKHSA-N,NCGC00181784-01,6148,training,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CC#CCC(C)[C@H](O)/C=C/C1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)C[C@H]12
6146,6149,NCGC00016836-01,XZNUGFQTQHRASN-XQENGBIVSA-N,NCGC00016836-01,6149,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O
6147,6150,NCGC00166125-01,MBBZMMPHUWSWHV-BDVNFPICSA-N,NCGC00166125-01,6150,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
6148,6151,NCGC00159410-03,FBPFZTCFMRRESA-GUCUJZIJSA-N,NCGC00159410-03,6151,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
6149,6152,NCGC00159410-04,FBPFZTCFMRRESA-GUCUJZIJSA-N,NCGC00159410-04,6152,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
6150,6153,NCGC00166276-01,KBGAYAKRZNYFFG-BOHATCBPSA-N,NCGC00166276-01,6153,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O
6151,6154,NCGC00016928-01,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,NCGC00016928-01,6154,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
6152,6155,NCGC00095537-01,HEBKCHPVOIAQTA-QWWZWVQMSA-N,NCGC00095537-01,6155,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@@H](O)C(O)[C@H](O)CO
6153,6156,NCGC00016798-06,BLJRIMJGRPQVNF-JTQLQIEISA-N,NCGC00016798-06,6156,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
6154,6157,NCGC00164595-01,FZNCGRZWXLXZSZ-CIQUZCHMSA-N,NCGC00164595-01,6157,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
6155,6158,NCGC00164599-01,LKDRXBCSQODPBY-VANKVMQKSA-N,NCGC00164599-01,6158,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
6156,6159,NCGC00160604-01,RFSUNEUAIZKAJO-ARQDHWQXSA-N,NCGC00160604-01,6159,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
6157,6160,NCGC00166103-01,SRBFZHDQGSBBOR-AGQMPKSLSA-N,NCGC00166103-01,6160,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC1OC[C@@H](O)[C@H](O)[C@@H]1O
6158,6161,NCGC00164248-01,CZMRCDWAGMRECN-UGDNZRGBSA-N,NCGC00164248-01,6161,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
6159,6162,NCGC00017256-04,ASUTZQLVASHGKV-JDFRZJQESA-N,NCGC00017256-04,6162,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
6160,6163,NCGC00159334-02,YWXYYJSYQOXTPL-SLPGGIOYSA-N,NCGC00159334-02,6163,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
6161,6164,NCGC00160508-01,KLDXJTOLSGUMSJ-JGWLITMVSA-N,NCGC00160508-01,6164,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
6162,6165,NCGC00091908-01,YDDUMTOHNYZQPO-GCBRTHAASA-N,NCGC00091908-01,6165,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O
6163,6166,NCGC00095661-01,GUBGYTABKSRVRQ-QRZGKKJRSA-N,NCGC00095661-01,6166,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
6164,6167,NCGC00094707-01,JCQLYHFGKNRPGE-FCVZTGTOSA-N,NCGC00094707-01,6167,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
6165,6168,NCGC00167985-01,GUQAPPPKAMUNSP-UHFFFAOYSA-O,NCGC00167985-01,6168,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=[N+]([O-])O.[NH3+]c1ccccc1
6166,6169,NCGC00181154-01,FUUFQLXAIUOWML-UHFFFAOYSA-N,NCGC00181154-01,6169,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
6167,6170,NCGC00094620-01,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NCGC00094620-01,6170,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
6168,6171,NCGC00160443-01,UAORFCGRZIGNCI-UHFFFAOYSA-N,NCGC00160443-01,6171,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
6169,6172,NCGC00167455-01,IAIDUHCBNLFXEF-SNRMKQJTSA-N,NCGC00167455-01,6172,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O
6170,6173,NCGC00183051-01,QLKGUVGAXDXFFW-UHFFFAOYSA-M,NCGC00183051-01,6173,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)[O-].C[N+](C)(C)CCO
6171,6174,NCGC00183120-01,KSMRODHGGIIXDV-UHFFFAOYSA-N,NCGC00183120-01,6174,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)NC(CCC(N)=O)C(=O)O
6172,6175,NCGC00094851-01,VVDGWALACJEJKG-UHFFFAOYSA-N,NCGC00094851-01,6175,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
6173,6176,NCGC00160450-01,MROJXXOCABQVEF-UHFFFAOYSA-N,NCGC00160450-01,6176,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)Nc1ccc(CC(=O)O)cc1
6174,6177,NCGC00160605-01,UJAOSPFULOFZRR-UHFFFAOYSA-N,NCGC00160605-01,6177,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)Nc1ccc(OC(C)=O)cc1
6175,6178,NCGC00159396-02,XWVOEFLBOSSYGM-UHFFFAOYSA-N,NCGC00159396-02,6178,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
6176,6179,NCGC00159396-03,XWVOEFLBOSSYGM-UHFFFAOYSA-N,NCGC00159396-03,6179,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
6177,6180,NCGC00016846-01,MDKGKXOCJGEUJW-UHFFFAOYSA-N,NCGC00016846-01,6180,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
6178,6181,NCGC00257163-01,FQNKTJPBXAZUGC-UHFFFAOYSA-N,NCGC00257163-01,6181,training,2.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1
6179,6182,NCGC00258546-01,MEZZCSHVIGVWFI-UHFFFAOYSA-N,NCGC00258546-01,6182,training,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COc1ccc(C(=O)c2ccccc2O)c(O)c1
6180,6183,NCGC00159454-03,AGHANLSBXUWXTB-UHFFFAOYSA-N,NCGC00159454-03,6183,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
6181,6184,NCGC00094817-01,PTHLEKANMPKYDB-UHFFFAOYSA-N,NCGC00094817-01,6184,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,CCC(=O)c1c(O)cc(O)cc1O
6182,6185,NCGC00018097-04,RARSHUDCJQSEFJ-UHFFFAOYSA-N,NCGC00018097-04,6185,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCC(=O)c1ccc(O)cc1
6183,6186,NCGC00094754-01,XPFRXWCVYUEORT-UHFFFAOYSA-N,NCGC00094754-01,6186,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)NC(=O)Cc1ccccc1
6184,6187,NCGC00091285-01,VLPFTAMPNXLGLX-UHFFFAOYSA-N,NCGC00091285-01,6187,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
6185,6188,NCGC00181039-01,FMMOOAYVCKXGMF-MURFETPASA-N,NCGC00181039-01,6188,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC
6186,6189,NCGC00166231-01,KISVAASFGZJBCY-UHFFFAOYSA-N,NCGC00166231-01,6189,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CCCCCCCCCC(=O)OC
6187,6190,NCGC00095201-01,OOSYXMPLIGBCDA-UHFFFAOYSA-N,NCGC00095201-01,6190,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1
6188,6191,NCGC00015793-03,HXYVTAGFYLMHSO-UHFFFAOYSA-N,NCGC00015793-03,6191,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCCCCC(=O)NCCO
6189,6192,NCGC00188435-01,RFVNOJDQRGSOEL-UHFFFAOYSA-N,NCGC00188435-01,6192,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCCCCCCC(=O)OCCO
6190,6193,NCGC00025002-02,UBRKDAVQCKZSPO-UHFFFAOYSA-N,NCGC00025002-02,6193,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21
6191,6194,NCGC00160434-01,RTFADALJKSFJDZ-UHFFFAOYSA-N,NCGC00160434-01,6194,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(CN1CCNCC1)NC1CCCCC1
6192,6195,NCGC00160616-01,XNSAINXGIQZQOO-SRVKXCTJSA-N,NCGC00160616-01,6195,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
6193,6196,NCGC00094557-01,GFGSZUNNBQXGMK-UHFFFAOYSA-N,NCGC00094557-01,6196,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)c1ccc([N+](=O)[O-])cc1Cl
6194,6197,NCGC00016374-02,WWXBHTZSYYGCSG-UHFFFAOYSA-N,NCGC00016374-02,6197,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)Nc1ccc([As](=O)(O)O)cc1
6195,6198,NCGC00091031-01,NPPQSCRMBWNHMW-UHFFFAOYSA-N,NCGC00091031-01,6198,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCC(C)(COC(N)=O)COC(N)=O
6196,6199,NCGC00160656-01,HPXIKMBHOXLFOR-LICLKQGHSA-N,NCGC00160656-01,6199,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC
6197,6200,NCGC00183271-01,VUAFHZCUKUDDBC-BYPYZUCNSA-N,NCGC00183271-01,6200,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
6198,6201,NCGC00160370-01,YLWYNCPRXFCNLQ-UHFFFAOYSA-N,NCGC00160370-01,6201,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC=CC=NNC(=O)c1ccncc1
6199,6202,NCGC00160669-01,FRSIMZWJVMLPAI-UHFFFAOYSA-N,NCGC00160669-01,6202,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN1CCN(C(=O)C2CCCCC2)CC1
